timestamp,city,temperature,humidity,pressure,wind_speed,aqi,pm2_5
2026-05-05 00:16:05,Casablanca,22.93,49,1011,5.08,2,2.72
2026-05-04 23:16:05,Casablanca,22.93,49,1011,5.08,2,2.69
2026-05-04 22:16:05,Casablanca,22.93,49,1011,5.08,2,2.67
2026-05-04 21:16:05,Casablanca,22.93,49,1011,5.08,2,2.77
2026-05-04 20:16:05,Casablanca,22.93,49,1011,5.08,2,2.88
2026-05-04 19:16:05,Casablanca,22.93,49,1011,5.08,3,2.99
2026-05-04 18:16:05,Casablanca,22.93,49,1011,5.08,3,3.18
2026-05-04 17:16:05,Casablanca,22.93,49,1011,5.08,3,3.24
2026-05-04 16:16:05,Casablanca,22.93,49,1011,5.08,3,3.19
2026-05-04 15:16:05,Casablanca,22.93,49,1011,5.08,3,3.28
2026-05-04 14:16:05,Casablanca,22.93,49,1011,5.08,3,3.44
2026-05-04 13:16:05,Casablanca,22.93,49,1011,5.08,3,3.77
2026-05-04 12:16:05,Casablanca,22.93,49,1011,5.08,2,3.84
2026-05-04 11:16:05,Casablanca,22.93,49,1011,5.08,2,3.38
2026-05-04 10:16:05,Casablanca,20.01,49,1011,3.6,2,3.25
2026-05-04 09:16:05,Casablanca,20.01,49,1011,3.6,2,3.52
2026-05-04 08:16:05,Casablanca,20.01,49,1011,3.6,2,3.44
2026-05-04 07:16:05,Casablanca,20.01,49,1011,3.6,2,3.36
2026-05-04 06:16:05,Casablanca,20.01,49,1011,3.6,2,3.25
2026-05-04 05:16:05,Casablanca,20.01,49,1011,3.6,2,3.14
2026-05-04 04:16:05,Casablanca,20.01,49,1011,3.6,2,3.03
2026-05-04 03:16:05,Casablanca,20.01,49,1011,3.6,2,2.87
2026-05-04 02:16:05,Casablanca,20.01,49,1011,3.6,2,2.72
2026-05-04 01:16:05,Casablanca,20.01,49,1011,3.6,2,2.65
2026-05-04 00:16:05,Casablanca,20.01,49,1011,3.6,2,2.6
2026-05-03 23:16:05,Casablanca,20.01,49,1011,3.6,2,2.55
2026-05-03 22:16:05,Casablanca,20.01,49,1011,3.6,2,2.49
2026-05-03 21:16:05,Casablanca,20.01,49,1011,3.6,2,2.5
2026-05-03 20:16:05,Casablanca,20.01,49,1011,3.6,2,2.51
2026-05-03 19:16:05,Casablanca,20.01,49,1011,3.6,2,2.52
2026-05-03 18:16:05,Casablanca,20.01,49,1011,3.6,2,2.7
2026-05-03 17:16:05,Casablanca,20.01,49,1011,3.6,2,2.97
2026-05-03 16:16:05,Casablanca,20.01,49,1011,3.6,2,3.3
2026-05-03 15:16:05,Casablanca,20.01,49,1011,3.6,2,3.64
2026-05-03 14:16:05,Casablanca,20.01,49,1011,3.6,2,3.9
2026-05-03 13:16:05,Casablanca,20.01,49,1011,3.6,2,4.31
2026-05-03 12:16:05,Casablanca,20.01,49,1011,3.6,2,4.66
2026-05-03 11:16:05,Casablanca,20.01,49,1011,3.6,2,4.5
2026-05-03 10:16:05,Casablanca,20.01,49,1011,3.6,2,4.75
2026-05-03 09:16:05,Casablanca,20.01,49,1011,3.6,2,5.28
2026-05-03 08:16:05,Casablanca,20.01,49,1011,3.6,2,5.29
2026-05-03 07:16:05,Casablanca,20.01,49,1011,3.6,2,5.17
2026-05-03 06:16:05,Casablanca,20.01,49,1011,3.6,2,4.78
2026-05-03 05:16:05,Casablanca,20.01,49,1011,3.6,2,4.38
2026-05-03 04:16:05,Casablanca,20.01,49,1011,3.6,2,4.1
2026-05-03 03:16:05,Casablanca,20.01,49,1011,3.6,2,3.89
2026-05-03 02:16:05,Casablanca,20.01,49,1011,3.6,2,3.69
2026-05-03 01:16:05,Casablanca,20.01,49,1011,3.6,2,3.51
2026-05-03 00:16:05,Casablanca,20.01,49,1011,3.6,2,3.38
2026-05-02 23:16:05,Casablanca,20.01,49,1011,3.6,2,3.28
2026-05-02 22:16:05,Casablanca,20.01,49,1011,3.6,2,3.22
2026-05-02 21:16:05,Casablanca,20.01,49,1011,3.6,2,3.3
2026-05-02 20:16:05,Casablanca,20.01,49,1011,3.6,2,3.38
2026-05-02 19:16:05,Casablanca,20.01,49,1011,3.6,2,3.45
2026-05-02 18:16:05,Casablanca,20.01,49,1011,3.6,3,3.75
2026-05-02 17:16:05,Casablanca,20.01,49,1011,3.6,3,4.2
2026-05-02 16:16:05,Casablanca,20.01,49,1011,3.6,3,4.68
2026-05-07 15:16:05,Rabat,20.37,52,1012,3.6,3,3.19
2026-05-07 14:16:05,Rabat,20.37,52,1012,3.6,3,2.93
2026-05-07 13:16:05,Rabat,20.37,52,1012,3.6,3,2.59
2026-05-07 12:16:05,Rabat,20.37,52,1012,3.6,3,2.31
2026-05-07 11:16:05,Rabat,20.37,52,1012,3.6,3,2.18
2026-05-07 10:16:05,Rabat,20.37,52,1012,3.6,3,2.37
2026-05-07 09:16:05,Rabat,20.37,52,1012,3.6,2,3.08
2026-05-07 08:16:05,Rabat,20.37,52,1012,3.6,2,3.22
2026-05-07 07:16:05,Rabat,20.37,52,1012,3.6,2,3.19
2026-05-07 06:16:05,Rabat,20.37,52,1012,3.6,2,3.06
2026-05-07 05:16:05,Rabat,20.37,52,1012,3.6,2,2.96
2026-05-07 04:16:05,Rabat,20.37,52,1012,3.6,2,2.89
2026-05-07 03:16:05,Rabat,20.37,52,1012,3.6,2,2.77
2026-05-07 02:16:05,Rabat,20.37,52,1012,3.6,2,2.61
2026-05-07 01:16:05,Rabat,20.37,52,1012,3.6,2,2.45
2026-05-07 00:16:05,Rabat,20.37,52,1012,3.6,2,2.32
2026-05-06 23:16:05,Rabat,20.37,52,1012,3.6,2,2.23
2026-05-06 22:16:05,Rabat,20.37,52,1012,3.6,2,2.21
2026-05-06 21:16:05,Rabat,20.37,52,1012,3.6,2,2.22
2026-05-06 20:16:05,Rabat,20.37,52,1012,3.6,2,2.24
2026-05-06 19:16:05,Rabat,20.37,52,1012,3.6,3,2.36
2026-05-06 18:16:05,Rabat,20.37,52,1012,3.6,3,2.68
2026-05-06 17:16:05,Rabat,20.37,52,1012,3.6,3,3.04
2026-05-06 16:16:05,Rabat,20.37,52,1012,3.6,3,3.32
2026-05-06 15:16:05,Rabat,20.37,52,1012,3.6,3,3.58
